,id,name,photo,reviewCount,address,phone,rating,url,latitude,longitude,categories,neighborhoods
23,kpURYFb3B09x3EdujYvM1g,Adelaide Dental,https://s3-media3.fl.yelpcdn.com/bphoto/hVnN9zy6Z7ZjIJgnsaKQbw/90s.jpg,16 reviews,"20 Adelaide Street E, Toronto, ON M5C 2T6, Canada",(416) 429-0150,4,https://www.yelp.com/biz/adelaide-dental-toronto?osq=Dentists,43.650869,-79.37766,"General Dentistry,Urgent Care",Downtown Core
24,UtnHDGZLQU6q10KJsEkRJQ,St. Clair Dental Associates,https://s3-media4.fl.yelpcdn.com/bphoto/b_3dEkpufiZXcd0Ef7KBTw/90s.jpg,7 reviews,"65 St Clair Avenue E, Toronto, ON M4T 2Y3, Canada",(416) 920-8800,4.5,https://www.yelp.com/biz/st-clair-dental-associates-toronto?osq=Dentists,43.688462,-79.391352,"General Dentistry,General Dentistry,Cosmetic Dentists,Cosmetic Dentists,Oral Surgeons,Oral Surgeons","Yonge and St. Clair,Deer Park"
25,5ewvPqDnOjd7K4TIf7e3VQ,Archer Dental Rosedale,https://s3-media2.fl.yelpcdn.com/bphoto/-AWZ1gSzkZX5CWd_bVfxug/90s.jpg,13 reviews,"600 Sherbourne Street, Toronto, ON M4X 1W4, Canada",(416) 964-9070,4,https://www.yelp.com/biz/archer-dental-rosedale-toronto?osq=Dentists,43.671632,-79.376877,"Cosmetic Dentists,General Dentistry,Orthodontists",Rosedale
26,3p4RKoGfk1CYXAQAt4vPpg,D on D Dental,https://s3-media4.fl.yelpcdn.com/bphoto/uJHKg5JZHWgfqP1H7QMZCQ/90s.jpg,4 reviews,"1684 Danforth Avenue, Toronto, ON M4C 1H6, Canada",(416) 462-1526,5,https://www.yelp.com/biz/d-on-d-dental-toronto?osq=Dentists,43.684093,-79.32135,"Cosmetic Dentists,General Dentistry,Endodontists",The Danforth
27,nDc22zAPPiYPg730XSUVFw,Dentistry On University,https://s3-media1.fl.yelpcdn.com/bphoto/6OBWnvieYvThnpH7NvvKZQ/90s.jpg,3 reviews,"154 University Avenue, Toronto, ON M5H 3Y9, Canada",(647) 348-4004,5,https://www.yelp.com/biz/dentistry-on-university-toronto?osq=Dentists,43.648383,-79.385692,General Dentistry,Downtown Core
28,57onEbn5jK49D1JnPSsKPQ,Clinton Dental,https://s3-media3.fl.yelpcdn.com/bphoto/qku32T3zMHX-DW77MTGWjg/90s.jpg,6 reviews,"580 College Street, Toronto, ON M6G 1B3, Canada",(416) 588-8883,4.5,https://www.yelp.com/biz/clinton-dental-toronto?osq=Dentists,43.655599,-79.413347,"General Dentistry,General Dentistry","Palmerston,Bickford Park"
29,oS0U50lxDw1b1YqjzmyC3w,Yorkville Dental,https://s3-media2.fl.yelpcdn.com/bphoto/LPmF33YuRlhTWfe4VcVrPQ/90s.jpg,1 review,"603-1235 Bay Street, Toronto, ON M5R 3K4, Canada",(416) 963-4310,5,https://www.yelp.com/biz/yorkville-dental-toronto-3?osq=Dentists,43.657086,-79.383945,"General Dentistry,Cosmetic Dentists",Yorkville
30,Tu0lTy5-vSTgo4glJFDMBw,Bloor Dufferin Dental Centre,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,4 reviews,"1108 Bloor Street W, Toronto, ON M6H 1M8, Canada",(416) 532-7900,5,https://www.yelp.com/biz/bloor-dufferin-dental-centre-toronto?osq=Dentists,43.660351,-79.434817,"General Dentistry,Cosmetic Dentists",Dovercourt
31,AiT1PinZFjkyDCE2Qjihxg,Your Neighbourhood Dentist,https://s3-media4.fl.yelpcdn.com/bphoto/fJkESLBvdGBAEZDGR_UWHw/90s.jpg,5 reviews,"601 Eglinton Avenue E, Toronto, ON M4P 1P8, Canada",(416) 598-8816,5,https://www.yelp.com/biz/your-neighbourhood-dentist-toronto?osq=Dentists,43.71074,-79.377589,"General Dentistry,Cosmetic Dentists",Mount Pleasant and Davisville
32,OBJGQdn4N6jzkEaKpo3JnQ,"Alan G Tanaka, DDS",https://s3-media2.fl.yelpcdn.com/bphoto/1Ee_08icwcx5gUb_ed-EIw/90s.jpg,3 reviews,"1849 Yonge St, Toronto, ON M4S 1Y2, Canada",(416) 922-6812,5,https://www.yelp.com/biz/alan-g-tanaka-dds-toronto?osq=Dentists,43.69696,-79.395927,General Dentistry,Mount Pleasant and Davisville
33,T9cAwl32OBgi0o8rQe8PJA,Bite Dental,https://s3-media3.fl.yelpcdn.com/bphoto/iUkzvZ-t6TdmZ50na0d8xA/90s.jpg,31 reviews,"106 Mutual Street, Toronto, ON M5B 2R7, Canada",(416) 777-2483,3.5,https://www.yelp.com/biz/bite-dental-toronto-2?osq=Dentists,43.657257,-79.376091,"General Dentistry,General Dentistry,Cosmetic Dentists,Cosmetic Dentists,Orthodontists,Orthodontists","Ryerson,Downtown Core"
34,hr7F69chSErBJ0n5qjjD3w,"Peter Ioannidis, DDS",https://s3-media1.fl.yelpcdn.com/bphoto/Sy8iE8xg5P-Cd1h4ho6r1Q/90s.jpg,3 reviews,"741 Broadview Avenue, Suite 308, Toronto, ON M4K 3Y3, Canada",(416) 466-6400,5,https://www.yelp.com/biz/peter-ioannidis-dds-toronto?osq=Dentists,43.675758,-79.358082,"General Dentistry,Cosmetic Dentists",Riverdale
35,koz0NlXSCyskWmaO4UGlug,One Yonge Dental Office - E. Tsimerman,https://s3-media2.fl.yelpcdn.com/bphoto/v2xT8xRxKPVcbCZ5xG3SiA/90s.jpg,6 reviews,"1 Yonge Street, Toronto, ON M5E 1E5, Canada",(416) 363-5005,4,https://www.yelp.com/biz/one-yonge-dental-office-e-tsimerman-toronto?osq=Dentists,43.642728,-79.374091,General Dentistry,Harbourfront
36,9ANHGGeqvPfv_W3ehFLWLg,Martindale Dental - King St.,https://s3-media2.fl.yelpcdn.com/bphoto/KARcQi3ADavY2JagVmtUcw/90s.jpg,4 reviews,"766 King Street W, Toronto, ON M5V 1N6, Canada",(647) 726-2100,5,https://www.yelp.com/biz/martindale-dental-king-st-toronto?osq=Dentists,43.643568,-79.405676,General Dentistry,Niagara
37,st6NdHzyRlRhhS4exRERQw,The Plaza Dental Centre,https://s3-media3.fl.yelpcdn.com/bphoto/-FA-4743eO1a--ez9oolHA/90s.jpg,4 reviews,"40 King Street W, Toronto, ON M5H 3Y2, Canada",(416) 861-9990,5,https://www.yelp.com/biz/the-plaza-dental-centre-toronto?osq=Dentists,43.649479,-79.379566,"General Dentistry,Cosmetic Dentists,Periodontists",Downtown Core
38,CLrts6cWmttdF43e81sq0g,Waterview Dental,https://s3-media3.fl.yelpcdn.com/bphoto/_Zjc_4d11BDo2816Q7Z2Zw/90s.jpg,7 reviews,"218 Queens Quay W, Toronto, ON M5J 2Y6, Canada",(416) 368-2855,4.5,https://www.yelp.com/biz/waterview-dental-toronto?osq=Dentists,43.640009,-79.382067,"General Dentistry,Cosmetic Dentists,Oral Surgeons",Harbourfront
39,x4kmHsHesTnAAlXKU-cfag,Anita Granowska,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,2 reviews,"175 Roncesvalles Avenue, Toronto, ON M6R 2L3, Canada",(416) 533-1818,5,https://www.yelp.com/biz/anita-granowska-toronto?osq=Dentists,43.644453,-79.448128,General Dentistry,Roncesvalles
40,k1x3mgXoaRF5e2KQWQ6mFA,"Schecter Michael, DDS",https://s3-media2.fl.yelpcdn.com/bphoto/D1MUr2c0q4i7zB9SB5pJng/90s.jpg,1 review,"930 St Clair Avenue W, Toronto, ON M6C 1C8, Canada",(416) 665-1145,5,https://www.yelp.com/biz/schecter-michael-dds-toronto?osq=Dentists,43.68004,-79.43492,"General Dentistry,Periodontists,Cosmetic Dentists",
41,XS0BZA6YW7iwzmDX3GfCbg,"Brian Friedman, DDS",https://s3-media3.fl.yelpcdn.com/bphoto/jQv5wm4tgyMryCs5T0pqmw/90s.jpg,1 review,"30 St Clair Avenue W, Toronto, ON M4V 3A1, Canada",(416) 482-9100,5,https://www.yelp.com/biz/brian-friedman-dds-toronto?osq=Dentists,43.688114,-79.395341,"General Dentistry,General Dentistry,Cosmetic Dentists,Cosmetic Dentists,Periodontists,Periodontists","Yonge and St. Clair,Deer Park"
42,IdHecoatg48hbUMBiuhNXQ,Steven Stern & Jonathan Stern Dentistry,https://s3-media4.fl.yelpcdn.com/bphoto/bcwTTjtLuHr5-pPW3dIHFw/90s.jpg,5 reviews,"49 Eglinton Avenue E, Toronto, ON M4P 1G6, Canada",(416) 487-5969,5,https://www.yelp.com/biz/steven-stern-and-jonathan-stern-dentistry-toronto-3?osq=Dentists,43.70688,-79.396393,"General Dentistry,General Dentistry,Cosmetic Dentists,Cosmetic Dentists","Yonge and Eglinton,Mount Pleasant and Davisville"
43,3pVhEwRS7eNwDgESPXZWKg,DLK Dental,https://s3-media2.fl.yelpcdn.com/bphoto/U4j7xchzez9wXXzAXAx3OQ/90s.jpg,3 reviews,"4984 Yonge Street, Toronto, ON M2N 7H1, Canada",(647) 350-7550,5,https://www.yelp.com/biz/dlk-dental-toronto?osq=Dentists,43.768091,-79.412718,"General Dentistry,Cosmetic Dentists,Pediatric Dentists",Willowdale
44,xRde4wSxmvVeHKId6nHUfQ,Word of Mouth Dentistry,https://s3-media1.fl.yelpcdn.com/bphoto/Zs-sJN5Unp6VW4U_Jluc_g/90s.jpg,4 reviews,"800 Bathurst Street, Toronto, ON M5R 3M8, Canada",(416) 533-3712,4,https://www.yelp.com/biz/word-of-mouth-dentistry-toronto?osq=Dentists,43.665552,-79.411661,General Dentistry,Seaton Village
45,nTXno4hnr6oPrwFuXQEPJg,West Village Dental Clinic,https://s3-media2.fl.yelpcdn.com/bphoto/pJJztLGcRbvjJULy3RNK4w/90s.jpg,4 reviews,"1090 Saint Clair Avenue W, Toronto, ON M6E 1A7, Canada",(416) 652-7590,4,https://www.yelp.com/biz/west-village-dental-clinic-toronto?osq=Dentists,43.67885,-79.440263,"Cosmetic Dentists,Periodontists",
46,uTzZFspcDwLCQtSQg6sEYQ,Danforth Neighbourhood Dental Centre,https://s3-media4.fl.yelpcdn.com/bphoto/mlgrYq_1GPZlQrNGBOaFAA/90s.jpg,9 reviews,"643 Danforth Avenue, Toronto, ON M4K 1R2, Canada",(416) 466-8003,3,https://www.yelp.com/biz/danforth-neighbourhood-dental-centre-toronto?osq=Dentists,43.678681,-79.345144,"General Dentistry,General Dentistry","Greektown,Riverdale"
47,B3cv2fd2WCZA2nvFP-XoJQ,Szainwald Kenneth Dr Dentist,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,2 reviews,"94 Cumberland Street, Toronto, ON M5R 1A3, Canada",(416) 924-1081,5,https://www.yelp.com/biz/szainwald-kenneth-dr-dentist-toronto?osq=Dentists,43.670567,-79.390753,General Dentistry,Yorkville
48,X4PV5STGiujp2FNd093jvA,Davisville Smiles,https://s3-media4.fl.yelpcdn.com/bphoto/tVpKpQNR_Eaciv-LZOdajA/90s.jpg,1 review,"1849 Yonge Street, Toronto, ON M4S 1Y2, Canada",(416) 483-3543,5,https://www.yelp.com/biz/davisville-smiles-toronto?osq=Dentists,43.69696,-79.395927,"Cosmetic Dentists,General Dentistry",Mount Pleasant and Davisville
49,SJr6Hs_XS4ubUq8NojqXzA,Portrait Dental,https://s3-media2.fl.yelpcdn.com/bphoto/mG6JKG13T88UjuQ9K2PIZQ/90s.jpg,22 reviews,"171 E Liberty Street, Toronto, ON M6K 3P6, Canada",(416) 534-6000,4.5,https://www.yelp.com/biz/portrait-dental-toronto?osq=Dentists,43.638325,-79.417796,"Cosmetic Dentists,General Dentistry",Liberty Village
50,Iw9QWSq97LS1HcG_4PAElQ,St Clair Dental Group,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,2 reviews,"210 St Clair Avenue W, Toronto, ON M4V 1R2, Canada",(416) 967-1770,5,https://www.yelp.com/biz/st-clair-dental-group-toronto?osq=Dentists,43.686371,-79.404287,General Dentistry,
51,UNMrM-9MSS1wZEoATX1avw,"Lim Howard, DDS - Bathurst Dundas Dental Centre",https://s3-media4.fl.yelpcdn.com/bphoto/udQ0kxerK2l9i0g69zXgPQ/90s.jpg,6 reviews,"758 Dundas Street W, Toronto, ON M6J 1T8, Canada",(416) 603-5677,3.5,https://www.yelp.com/biz/lim-howard-dds-bathurst-dundas-dental-centre-toronto?osq=Dentists,43.652312,-79.406835,"General Dentistry,Cosmetic Dentists,Endodontists",Little Italy
52,Ehe-YHxh6JYkmQZ18dJ2Tg,Belman Dental Centre,https://s3-media2.fl.yelpcdn.com/bphoto/VFv9ZmXuHnwgdsrxwiUAbQ/90s.jpg,3 reviews,"1881 Yonge Street, Toronto, ON M4S 3C4, Canada",(416) 486-1136,4.5,https://www.yelp.com/biz/belman-dental-centre-toronto?osq=Dentists,43.697729,-79.396058,"General Dentistry,Oral Surgeons,Cosmetic Dentists",Mount Pleasant and Davisville
53,7LHALvO4YweMLGZB6mxVAw,Don Mills Dental,https://s3-media1.fl.yelpcdn.com/bphoto/_n8IoQPJ2o33RPgMAo79hw/90s.jpg,2 reviews,"185 The Donway W, Toronto, ON M3C 0K6, Canada",(416) 386-1111,5,https://www.yelp.com/biz/don-mills-dental-toronto-3?osq=Dentists,43.736741,-79.346546,"Cosmetic Dentists,Endodontists,Orthodontists",
54,ckevgV4hJkFrrXOUP_BYgQ,North York Square NYS Dental,https://s3-media3.fl.yelpcdn.com/bphoto/_z0aT7eWpdwz69yS7YK7bQ/90s.jpg,4 reviews,"45 Sheppard Aveune E, Toronto, ON M2N 5W9, Canada",(416) 228-1229,5,https://www.yelp.com/biz/north-york-square-nys-dental-toronto?osq=Dentists,43.76335,-79.40993,"General Dentistry,Oral Surgeons,Cosmetic Dentists",Willowdale
55,mKR8HjVi0Qmm_HEWP37E-w,The Accolade Dental Centre,https://s3-media4.fl.yelpcdn.com/bphoto/S1vRUeww0eDksDIWpFKIKw/90s.jpg,2 reviews,"135 Yorkville Avenue, Toronto, ON M5R 1C4, Canada",(416) 928-6828,5,https://www.yelp.com/biz/the-accolade-dental-centre-toronto?osq=Dentists,43.670371,-79.393906,"General Dentistry,Cosmetic Dentists,Endodontists",Yorkville
56,HI0G3UtuWGh0L_FbZo-KqQ,Bay Adelaide Dental,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,2 reviews,"333 Bay Street, Toronto, ON M5H 2T4, Canada",(416) 869-9888,5,https://www.yelp.com/biz/bay-adelaide-dental-toronto?osq=Dentists,43.65035,-79.380394,"General Dentistry,General Dentistry","Financial District,Downtown Core"
57,HjLKuyQqxoZDUoilesrP8A,"Beverley Isaac, DDS",https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,2 reviews,"94 Cumberland Street, Toronto, ON M5R 1A3, Canada",(416) 925-5300,5,https://www.yelp.com/biz/beverley-isaac-dds-toronto?osq=Dentists,43.670567,-79.390753,General Dentistry,Yorkville
58,Isil9urc0KpFYlCjJpg83g,St Lawrence Dental,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,3 reviews,"55 Jarvis Street, Toronto, ON M5C 2H2, Canada",(416) 368-2030,5,https://www.yelp.com/biz/st-lawrence-dental-toronto?osq=Dentists,43.650841,-79.371876,"General Dentistry,General Dentistry","Corktown,Downtown Core"
59,-5nq0QttQHAaF1gBZzlh2Q,Mint Dentistry,https://s3-media4.fl.yelpcdn.com/bphoto/zz8zPgFYRiEEGCrXDnUkEw/90s.jpg,1 review,"3084 Dundas Street W, Toronto, ON M6P 1Z8, Canada",(416) 767-6468,5,https://www.yelp.com/biz/mint-dentistry-toronto-2?osq=Dentists,43.665743,-79.47266,"Cosmetic Dentists,Oral Surgeons,Endodontists",The Junction
60,C_vHlFHGm1R5BOtLjLJvbA,Bloor West Dental,https://s3-media2.fl.yelpcdn.com/bphoto/VfhQGuHFzJi0MmoDvwhm3w/90s.jpg,5 reviews,"2475 Bloor Street W, Toronto, ON M6S 1P7, Canada",(647) 352-7446,4.5,https://www.yelp.com/biz/bloor-west-dental-toronto?osq=Dentists,43.64878,-79.484874,"General Dentistry,Pediatric Dentists,Cosmetic Dentists",Swansea
61,SPaK_JmI-xZg2on37HdY_Q,Leslieville Dentistry,https://s3-media2.fl.yelpcdn.com/bphoto/fAf8sgHdudaeGoMyNR_3bg/90s.jpg,6 reviews,"1238 Queen Street E, Toronto, ON M4L 1C3, Canada",(647) 343-0090,4,https://www.yelp.com/biz/leslieville-dentistry-toronto?osq=Dentists,43.663581,-79.329739,Cosmetic Dentists,Leslieville
62,4kg74E_bhwbdovG2WQq58g,Danforth Family Dentistry,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_styleguide/fe8c0c8725d3/assets/img/default_avatars/business_90_square.png,1 review,"911 Av Danforth, Toronto, ON M4J 1L8, Canada",(416) 778-1415,5,https://www.yelp.com/biz/danforth-family-dentistry-toronto?osq=Dentists,43.6529,-79.3849,General Dentistry,The Danforth
63,fC8LoSdx8lSuvZl18wVt9A,Dana Colson & Associates,https://s3-media1.fl.yelpcdn.com/bphoto/1yMSy4Wu1rPNVsMeUAnHJw/90s.jpg,3 reviews,"1950 Yonge Street, Toronto, ON M4S 1Z3, Canada",(416) 482-2133,5,https://www.yelp.com/biz/dana-colson-and-associates-toronto?osq=Dentists,43.699211,-79.397106,"Cosmetic Dentists,General Dentistry,Naturopathic/Holistic",Mount Pleasant and Davisville
64,oywWxbh8FVGEOeslT4BE3w,Dentistry In Motion,https://s3-media3.fl.yelpcdn.com/bphoto/1VaRneLwmBgD94YirgSjNQ/90s.jpg,5 reviews,"700 Lawrence Avenue W, Toronto, ON M6A 3B4, Canada",(416) 785-7619,4.5,https://www.yelp.com/biz/dentistry-in-motion-toronto?osq=Dentists,43.716935,-79.447434,"Cosmetic Dentists,General Dentistry,Dental Hygienists",
